SurveyYear,OutputFileName,Section,FinalVariableDescription,ResponseCode,ResponseText,Question,Type,RecodeFlag,VariableName,Instrument Out Variable Name,FinalDocName,FinalItemText,FinalDocUniverse,FinalDocUniverseDescription,DocSources,DocRecodes,DocKeywords,DocNotes,Qbank,,,,,,,
2017,Sample Child,CHS,"Been nervous/high-strung, past 2 m",0,Not true,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been nervous/high-strung, past 2 m",1,Sometimes true,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been nervous/high-strung, past 2 m",2,Often true,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been nervous/high-strung, past 2 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been nervous/high-strung, past 2 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been nervous/high-strung, past 2 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,Mental health indicator (MHI) scale score,,,CHS.361_04.000,R01,RECODE,,,MHIGRL2,,"CSTATFLG = 1, AGE = 2-3 and SEX = 2",Girls 2-3 years old,CMHAGF12; CMHAGF13; CMHAGF14; CMHAGF15,None,mental health indicator (MHI); girls 2-3,"For quantitative analysis; not recommended for use as a mental health indicator for this age group (for detailed discussion, see CHS Appendix).",,,,,,,,
2017,Sample Child,CHS,Mental health indicator (MHI) scale score,00-08,Scale score,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,Mental health indicator (MHI) scale score,99,Unknown,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been unhappy/depressed, past 2 m",,,CHS.361_04.000,, ,CMHAGF15,CMHAGF11_4,CMHAGF15,"I am going to read a list of items that describe children.  For each one, tell me if it has been NOT TRUE, SOMETIMES TRUE, or OFTEN TRUE, of {SC name} DURING THE PAST TWO MONTHS.

SHE:  Has been unhappy, sad, or depressed?","CSTATFLG = '1' and AGE IN('002','003') and SEX = '2'",Female sample children 2-3 years,None,None,depression; unhappy; sad; depressed,See survey questionnaire for original question format,,,,,,,,
2017,Sample Child,CHS,"Been unhappy/depressed, past 2 m",0,Not true,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been unhappy/depressed, past 2 m",1,Sometimes true,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been unhappy/depressed, past 2 m",2,Often true,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been unhappy/depressed, past 2 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been unhappy/depressed, past 2 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CHS,"Been unhappy/depressed, past 2 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Place USUALLY go when sick,,,CAU.020_00.000,, ,CUSUALPL,CUSUALPL,CUSUALPL,Is there a place that {S.C.name} USUALLY goes when {he/she} is sick or you need advice about {his/her} health?,CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,source of care; access to care; health care provider,None,,,,,,,,
2017,Sample Child,CAU,Place USUALLY go when sick,1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Place USUALLY go when sick,2,There is NO place,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Place USUALLY go when sick,3,There is MORE THAN ONE place,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Place USUALLY go when sick,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Place USUALLY go when sick,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Place USUALLY go when sick,9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place to go when sick (most often),,,CAU.030_00.000,, ,CPLKIND,CPLKIND,CPLKIND,"[If CUSUALPL = 1]:  What kind of place is it - a clinic, doctor's office, emergency room, or some other place?  [Else, if CUSUALPL = 3]:  What kind of place does {S.C. name} go to most often - a clinic, doctor's office, emergency room, or some other place","CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CUSUALPL IN('1','3')",Sample children LE 17 years with 1+ usual place(s) to go when sick/need health advice,None,None,source of care; access to care; health care provider,None,,,,,,,,
2017,Sample Child,CAU,Type of place to go when sick (most often),1,Clinic or health center,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place to go when sick (most often),2,Doctor's office or HMO,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place to go when sick (most often),3,Hospital emergency room,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place to go when sick (most often),4,Hospital outpatient department,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place to go when sick (most often),5,Some other place,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place to go when sick (most often),6,Doesn't go to one place most often,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place to go when sick (most often),7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place to go when sick (most often),8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place to go when sick (most often),9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,USUALLY go there for routine/preventive care,,,CAU.035_00.000,, ,CHCPLROU,CHCPLROU,CHCPLROU,"Is that {place selected in CPLKIND} the same place {S.C. name} usually goes when {he/she} needs routine or preventive care, such as a physical examination or well baby/child check up?","CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CPLKIND IN('1', '2',  '3',  '4',  '5')","Sample children LE 17 years with 1+ usual place(s) to go when sick/need health advice who reported place goes most often as a clinic or health center, doctor's office or HMO, hospital emergency room, hospital outpatient department, or some other place",None,None,source of care; access to care; health care provider,None,,,,,,,,
2017,Sample Child,CAU,USUALLY go there for routine/preventive care,1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,USUALLY go there for routine/preventive care,2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,USUALLY go there for routine/preventive care,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,USUALLY go there for routine/preventive care,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,USUALLY go there for routine/preventive care,9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,,,CAU.037_00.000,, ,CHCPLKND,CHCPLKND,CHCPLKND,"What kind of place does {S.C. name} usually go to when {he/she} needs routine preventive care, such as a physical examination or well baby/child check up?","CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and (CUSUALPL NOT IN('1', '3') or CPLKIND IN('6', '7', '8', '9') or CHCPLROU NE '1')",Sample Children LE 17 years who do not have a usual source of sick care; who Ref/NA/DK if have a usual source of sick care; who have a usual source of sick care but do not go to one place most often or Ref/NA/DK what kind of place; who have a usual source,None,None,access to care; source of care; preventive care; health care provider,None,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,0,Doesn't get preventive care anywhere,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,1,Clinic or health center,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,2,Doctor's office or HMO,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,3,Hospital emergency room,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,4,Hospital outpatient department,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,5,Some other place,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,6,Doesn't go to one place most often,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Type of place USUALLY go for routine/preventive care,9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Change health care place, past 12 m",,,CAU.040_00.000,, ,CHCCHGYR,CHCCHGYR,CHCCHGYR,At any time in the past 12 months did you CHANGE the place(s) to which {S.C. name} USUALLY goes for health care?,"CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and (CUSUALPL = '1', '3' or CHCPLROU = '1')",Sample children LE 17 years with 1+ usual place(s) to go when sick/need health advice,None,None,source of care; access to care; health care provider,None,,,,,,,,
2017,Sample Child,CAU,"Change health care place, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Change health care place, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Change health care place, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Change health care place, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Change health care place, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Change related to health insurance,,,CAU.050_00.000,, ,CHCCHGHI,CHCCHGHI,CHCCHGHI,Was this change for a reason related to health insurance?,CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CHCCHGYR = '1',Sample Children LE 17 years with 1+ usual place(s) to go when sick/need health advice who CHANGED their USUAL place for health care in past 12 months,None,None,access to care; health care provider; health insurance,None,,,,,,,,
2017,Sample Child,CAU,Change related to health insurance,1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Change related to health insurance,2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Change related to health insurance,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Change related to health insurance,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Change related to health insurance,9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Trouble finding a general doctor to see child,,,CAU.052_00.010,, ,CPRVTRYR,CPRVTRYR,CPRVTRYR,"DURING THE PAST 12 MONTHS, did you have any trouble finding a general doctor or provider who would see [fill: alias]?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,access to care; health care provider; health insurance,New in 2011.,,,,,,,,
2017,Sample Child,CAU,Trouble finding a general doctor to see child,1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Trouble finding a general doctor to see child,2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Trouble finding a general doctor to see child,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Trouble finding a general doctor to see child,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Trouble finding a general doctor to see child,9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Able to find general doctor to see child,,,CAU.053_00.010,, ,CPRVTRFD,CPRVTRFD,CPRVTRFD,Were you able to find a general doctor or provider who could see [fill: alias]?,CSTATFLG='1' and (AGE LE '017' and AGE NE ' ') and CPRVTRYR='1',Sample children LE 17 years who had trouble finding a provider in the last year,None,None,access to care; health care provider; health insurance,New in 2011.,,,,,,,,
2017,Sample Child,CAU,Able to find general doctor to see child,1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Able to find general doctor to see child,2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Able to find general doctor to see child,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Able to find general doctor to see child,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Able to find general doctor to see child,9,Don?t know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child as new patient,,,CAU.055_00.010,, ,CDRNANP,CDRNANP,CDRNANP,"DURING THE PAST 12 MONTHS, were you told by a doctor?s office or clinic that they would not accept [fill: alias] as a new patient?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,access to care; health care provider; health insurance,New in 2011.,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child as new patient,1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child as new patient,2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child as new patient,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child as new patient,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child as new patient,9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child's health insurance,,,CAU.056_00.010,, ,CDRNAI,CDRNAI,CDRNAI,"DURING THE PAST 12 MONTHS, were you told by a doctor?s office or clinic that they did not accept [fill: alias]'s health care coverage?",CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,access to care; health care provider; health insurance,New in 2011.,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child's health insurance,1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child's health insurance,2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child's health insurance,7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child's health insurance,8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,Doctor's office not accept child's health insurance,9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Couldn't get through on phone, past 12 m",,,CAU.080_01.000,, ,CHCDLYR1,CHCDLYR1_1,CHCDLYR1,There are many reasons people delay getting medical care.  Have you delayed getting care for {S.C. name} for any of the following reasons in the PAST 12 MONTHS? ...  You couldn't get through on the telephone,CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,access to care; delayed care; access problem,None,,,,,,,,
2017,Sample Child,CAU,"Couldn't get through on phone, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Couldn't get through on phone, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Couldn't get through on phone, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Couldn't get through on phone, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Couldn't get through on phone, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Couldn't get appointment soon enough, past 12 m",,,CAU.080_02.000,, ,CHCDLYR2,CHCDLYR1_2,CHCDLYR2,There are many reasons people delay getting medical care.  Have you delayed getting care for {S.C. name} for any of the following reasons in the PAST 12 MONTHS? ... You couldn't get an appointment for {S.C. name} soon enough,CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,access to care; delayed care; access problem; scheduling,None,,,,,,,,
2017,Sample Child,CAU,"Couldn't get appointment soon enough, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Couldn't get appointment soon enough, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Couldn't get appointment soon enough, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Couldn't get appointment soon enough, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Couldn't get appointment soon enough, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Wait too long in doctor's office, past 12 m",,,CAU.080_03.000,, ,CHCDLYR3,CHCDLYR1_3,CHCDLYR3,"There are many reasons people delay getting medical care.  Have you delayed getting care for {S.C. name} for any of the following reasons in the PAST 12 MONTHS? ...  Once you get there, {S.C. name} has to wait too long to see the doctor",CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,access to care; delayed care; access problem; waiting time,None,,,,,,,,
2017,Sample Child,CAU,"Wait too long in doctor's office, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Wait too long in doctor's office, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Wait too long in doctor's office, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Wait too long in doctor's office, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Wait too long in doctor's office, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Not open when you could go, past 12 m",,,CAU.080_04.000,, ,CHCDLYR4,CHCDLYR1_4,CHCDLYR4,There are many reasons people delay getting medical care.  Have you delayed getting care for {S.C. name} for any of the following reasons in the PAST 12 MONTHS? ...  The clinic/doctor's office wasn't open when you could get there,CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,access to care; delayed care; access problem; scheduling,None,,,,,,,,
2017,Sample Child,CAU,"Not open when you could go, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Not open when you could go, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Not open when you could go, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Not open when you could go, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Not open when you could go, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"No transportation, past 12 m",,,CAU.080_05.000,, ,CHCDLYR5,CHCDLYR1_5,CHCDLYR5,There are many reasons people delay getting medical care.  Have you delayed getting care for {S.C. name} for any of the following reasons in the PAST 12 MONTHS? ...  You didn't have transportation,CSTATFLG='1' and (AGE LE '017' and AGE NE ' '),Sample children LE 17 years,None,None,access to care; delayed care; transportation problem,None,,,,,,,,
2017,Sample Child,CAU,"No transportation, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"No transportation, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"No transportation, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"No transportation, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"No transportation, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",,,CAU.130_00.000,, ,CHCAFYR,CHCAFYR,CHCAFYR,"DURING THE PAST 12 MONTHS, was there any time when {S.C. name} NEEDED any of the following, but didn't get it because you couldn't afford it? .... Prescription medicines?",CSTATFLG='1' and (AGE LE '001' and AGE NE ' '),Sample children LE 1 year,None,None,medical expense; cost of medication; drugs,None,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",,,CAU.133_00.010,, ,CHCAFYRN,CHCAFYRN,CHCAFYRN,"DURING THE PAST 12 MONTHS, was there any time when [fill: alias] NEEDED any of the following, but didn't get it because you couldn't afford it...

To see a specialist?",CSTATFLG='1' and (AGE LE '001' and AGE NE ' '),Sample children LE 1 year,None,None,medical expense; cost of care; specialist,None,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",,,CAU.133_00.020,, ,CHCAFYRF,CHCAFYRF,CHCAFYRF,"DURING THE PAST 12 MONTHS, was there any time when [fill: alias] NEEDED any of the following, but didn't get it because you couldn't afford it...

Follow-up care?",CSTATFLG='1' and (AGE LE '001' and AGE NE ' '),Sample children LE 1 year,None,None,medical expense; cost of care; follow-up visit,None,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",,,CAU.135_01.000,, ,CHCAFYR1,CHCAFYR1_1,CHCAFYR1,"DURING THE PAST 12 MONTHS, was there any time when {S.C. name} NEEDED any of the following, but didn't get it because you couldn't afford it? ... Prescription medicines?",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,medical expense; cost of medication; drugs; Rx,None,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford prescription medicine, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford mental care/counseling, past 12 m",,,CAU.135_02.000,, ,CHCAFYR2,CHCAFYR1_2,CHCAFYR2,"DURING THE PAST 12 MONTHS, was there any time when {S.C. name} NEEDED any of the following, but didn't get it because you couldn't afford it?  ... Mental health care or counseling?",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,medical expense; therapy; counseling,None,,,,,,,,
2017,Sample Child,CAU,"Can't afford mental care/counseling, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford mental care/counseling, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford mental care/counseling, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford mental care/counseling, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford mental care/counseling, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford dental care, past 12 m",,,CAU.135_03.000,, ,CHCAFYR3,CHCAFYR1_3,CHCAFYR3,"DURING THE PAST 12 MONTHS, was there any time when {S.C. name} NEEDED any of the following, but didn't get it because you couldn't afford it?  ...  Dental care (including check ups)?",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,dental expense; cost of dental care; oral health,None,,,,,,,,
2017,Sample Child,CAU,"Can't afford dental care, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford dental care, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford dental care, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford dental care, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford dental care, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford eyeglasses, past 12 m",,,CAU.135_04.000,, ,CHCAFYR4,CHCAFYR1_4,CHCAFYR4,"DURING THE PAST 12 MONTHS, was there any time when {S.C. name} needed any of the following, but didn't get it because you couldn't afford it?  ...  Eyeglasses",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,vision expense; cost of vision care; eye care,None,,,,,,,,
2017,Sample Child,CAU,"Can't afford eyeglasses, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford eyeglasses, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford eyeglasses, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford eyeglasses, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford eyeglasses, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",,,CAU.135_05.010,, ,CHCAFYR5,CHCAFYR1_5,CHCAFYR5,"DURING THE PAST 12 MONTHS, was there any time when [fill: alias] NEEDED any of the following, but didn't get it because you couldn't afford it...

To see a specialist?",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,vision expense; cost of care; specialist,None,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",7,Refused,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",8,Not ascertained,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford to see a specialist, past 12 m",9,Don't know,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",,,CAU.135_06.010,, ,CHCAFYR6,CHCAFYR1_6,CHCAFYR6,"DURING THE PAST 12 MONTHS, was there any time when [fill: alias] NEEDED any of the following, but didn't get it because you couldn't afford it...

Follow-up care?",CSTATFLG='1' and ('002' <= AGE<= '017'),Sample children 2-17 years,None,None,vision expense; cost of care; follow-up care,None,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",1,Yes,,,,,,,,,,,,,,,,,,,,,
2017,Sample Child,CAU,"Can't afford follow-up care, past 12 m",2,No,,,,,,,,,,,,,,,,,,,,,
